x86-clang-5.0-O1_nping, 0.71, 702.23
x64-gcc-4.8-O3_libclamav.so.9.0.0, 1.87, 1303.92
x86-clang-7-O2_nping, 0.70, 666.62
x86-clang-9-O2_nping, 0.70, 662.58
x86-clang-7-O1_nping, 0.69, 697.02
x86-clang-9-O1_nping, 0.69, 657.52
x86-clang-3.5-O3_nping, 0.68, 642.03
x86-clang-3.5-O2_nping, 0.68, 652.51
x86-clang-3.5-O1_nping, 0.68, 694.46
x86-clang-5.0-O1_nmap, 4.22, 1649.16
x86-clang-5.0-Os_nping, 0.67, 625.93
x86-gcc-4.8-Os_nping, 0.67, 597.84
x64-gcc-4.8-Os_minigzipsh, 0.01, 127.64
x64-gcc-4.8-O2_minigzipsh, 0.01, 139.60
x64-gcc-4.8-O3_minigzipsh, 0.01, 140.17
x64-gcc-4.8-O1_minigzipsh, 0.01, 140.45
x64-gcc-5-O2_minigzipsh, 0.01, 140.25
x64-gcc-5-O3_minigzipsh, 0.01, 131.29
x64-gcc-5-O1_libclamav.so.9.0.0, 1.86, 1371.39
x64-gcc-5-Os_minigzipsh, 0.01, 145.53
x64-gcc-9-O0_fips.so, 1.02, 1040.43
x64-gcc-4.8-O0_minigzipsh, 0.01, 140.21
x64-gcc-5-O1_minigzipsh, 0.01, 137.95
x86-clang-7-O3_fips.so, 0.68, 1115.79
x64-gcc-5-O0_minigzipsh, 0.01, 140.28
x64-clang-9-Os_minigzipsh, 0.01, 112.04
x64-clang-9-O2_minigzipsh, 0.01, 104.77
x64-clang-9-O0_minigzipsh, 0.01, 143.20
x64-clang-9-O1_minigzipsh, 0.01, 139.41
x64-clang-9-O3_minigzipsh, 0.01, 114.57
x64-clang-3.5-O0_fips.so, 1.06, 1169.84
x64-clang-3.5-O3_minigzipsh, 0.01, 140.30
x64-clang-9-O0_fips.so, 1.04, 1167.46
x64-clang-3.5-O0_minigzipsh, 0.01, 140.21
x64-clang-3.5-Os_minigzipsh, 0.01, 117.05
x64-clang-3.5-O1_minigzipsh, 0.01, 110.37
x64-clang-3.5-O2_minigzipsh, 0.01, 140.27
x64-clang-5.0-O1_minigzipsh, 0.01, 136.61
x64-clang-5.0-O2_minigzipsh, 0.01, 139.61
x64-clang-5.0-Os_minigzipsh, 0.01, 140.36
x64-clang-5.0-O3_minigzipsh, 0.01, 139.04
x64-clang-5.0-O0_minigzipsh, 0.01, 133.40
x64-gcc-9-Os_minigzipsh, 0.01, 133.74
x86-clang-5.0-O3_fips.so, 0.69, 1113.12
x64-gcc-9-O2_minigzipsh, 0.01, 140.18
x64-gcc-9-O3_minigzipsh, 0.01, 145.59
x64-gcc-7-O2_minigzipsh, 0.01, 145.46
x86-clang-9-O3_fips.so, 0.67, 1101.09
x64-gcc-7-Os_minigzipsh, 0.01, 138.07
x64-clang-3.5-O3_nmap, 4.21, 1580.98
x64-gcc-7-O3_minigzipsh, 0.01, 144.97
x64-gcc-9-O1_minigzipsh, 0.01, 140.40
x64-gcc-7-O1_minigzipsh, 0.01, 111.97
x64-gcc-9-O0_minigzipsh, 0.01, 108.77
x64-gcc-7-O0_minigzipsh, 0.01, 109.10
x64-clang-7-O1_minigzipsh, 0.01, 137.46
x64-clang-7-Os_minigzipsh, 0.01, 144.65
x64-clang-7-O3_minigzipsh, 0.01, 140.25
x64-clang-7-O0_minigzipsh, 0.01, 137.89
x64-clang-7-O2_minigzipsh, 0.01, 140.27
x86-gcc-5-Os_minigzipsh, 0.01, 105.81
x86-gcc-5-O2_minigzipsh, 0.01, 140.25
x86-gcc-5-O3_minigzipsh, 0.01, 146.46
x86-gcc-5-O1_minigzipsh, 0.01, 145.62
x86-gcc-4.8-O3_minigzipsh, 0.01, 140.11
x86-gcc-4.8-Os_minigzipsh, 0.01, 137.88
x86-gcc-4.8-O2_minigzipsh, 0.01, 145.56
x86-gcc-5-O0_minigzipsh, 0.01, 140.15
x86-gcc-4.8-O1_minigzipsh, 0.01, 145.68
x86-gcc-4.8-O0_minigzipsh, 0.01, 145.23
x86-gcc-9-O3_minigzipsh, 0.01, 138.96
x86-gcc-9-Os_minigzipsh, 0.01, 133.81
x86-gcc-9-O2_minigzipsh, 0.01, 146.65
x86-gcc-7-O2_minigzipsh, 0.01, 140.29
x86-gcc-7-Os_minigzipsh, 0.01, 140.29
x86-gcc-7-O3_minigzipsh, 0.01, 116.82
x86-gcc-9-O1_minigzipsh, 0.01, 140.19
x86-clang-3.5-O0_minigzipsh, 0.01, 133.34
x86-clang-3.5-O1_minigzipsh, 0.01, 133.33
x86-gcc-7-O1_minigzipsh, 0.01, 129.43
x86-clang-3.5-O3_minigzipsh, 0.01, 117.43
x86-clang-3.5-Os_minigzipsh, 0.01, 133.87
x86-clang-3.5-O2_minigzipsh, 0.01, 139.49
x86-clang-9-O0_minigzipsh, 0.01, 146.13
x86-clang-9-O1_minigzipsh, 0.01, 145.50
x86-clang-9-O2_minigzipsh, 0.01, 128.16
x86-gcc-9-O0_minigzipsh, 0.01, 146.64
x86-clang-9-Os_minigzipsh, 0.01, 129.42
x86-clang-9-O3_minigzipsh, 0.01, 145.73
x86-gcc-7-O0_minigzipsh, 0.01, 134.75
x86-clang-5.0-O2_minigzipsh, 0.01, 126.96
x86-clang-5.0-O0_minigzipsh, 0.01, 146.12
x86-clang-5.0-O3_minigzipsh, 0.01, 128.11
x86-clang-5.0-O1_minigzipsh, 0.01, 130.96
x86-clang-5.0-Os_minigzipsh, 0.01, 129.59
x86-clang-7-O3_minigzipsh, 0.01, 145.69
x86-clang-7-O2_minigzipsh, 0.01, 127.50
x86-clang-7-O0_minigzipsh, 0.01, 134.56
x86-clang-7-O1_minigzipsh, 0.01, 137.77
x86-clang-7-Os_minigzipsh, 0.01, 129.91
x64-clang-7-Os_libclamav.so.9.0.0, 1.86, 1057.83
x64-gcc-5-O0_fips.so, 1.02, 1118.39
x86-clang-3.5-O1_fips.so, 0.69, 1075.92
x64-clang-5.0-O0_fips.so, 1.04, 1169.75
x64-clang-7-O0_fips.so, 1.04, 1160.52
x86-clang-5.0-O2_fips.so, 0.68, 1184.10
x86-clang-3.5-O3_fips.so, 0.70, 1145.61
x64-clang-3.5-O2_nmap, 4.21, 1574.14
x64-gcc-7-O0_fips.so, 1.02, 1041.45
x86-gcc-9-Os_fips.so, 0.69, 1049.32
x86-clang-3.5-O2_fips.so, 0.70, 1072.47
x64-gcc-4.8-O0_fips.so, 0.99, 1112.02
x86-clang-3.5-O0_fips.so, 0.93, 1125.54
x64-clang-5.0-O3_fips.so, 0.87, 1127.86
x64-gcc-9-O2_libclamav.so.9.0.0, 1.86, 1488.95
x86-clang-5.0-O0_fips.so, 0.91, 1194.38
x86-clang-9-O2_nmap, 4.20, 1655.29
x64-gcc-9-O3_fips.so, 0.90, 1262.66
x86-gcc-5-Os_fips.so, 0.69, 1049.78
x64-clang-9-Os_fips.so, 0.83, 1012.53
x64-gcc-7-O3_fips.so, 0.90, 1232.53
x64-gcc-5-O3_fips.so, 0.89, 1179.45
x64-clang-7-O3_fips.so, 0.89, 1138.37
x64-gcc-5-O2_libclamav.so.9.0.0, 1.84, 1453.96
x64-clang-9-O3_fips.so, 0.88, 1066.95
x64-clang-5.0-O1_fips.so, 0.84, 1111.74
x64-clang-7-O2_fips.so, 0.88, 1127.72
x86-clang-9-O1_nmap, 4.18, 1646.97
x64-clang-9-O2_fips.so, 0.88, 1188.43
x86-clang-7-O0_fips.so, 0.88, 1195.77
x64-gcc-4.8-O1_libclamav.so.9.0.0, 1.84, 1407.60
x86-clang-9-O0_fips.so, 0.87, 1257.93
x64-gcc-7-O2_fips.so, 0.87, 1182.58
x64-gcc-9-O2_fips.so, 0.87, 1243.60
x64-gcc-5-O2_fips.so, 0.87, 1188.47
x86-clang-7-O1_nmap, 4.18, 1654.58
x64-gcc-4.8-O3_fips.so, 0.86, 1175.31
x86-gcc-9-O3_fips.so, 0.86, 1255.50
x64-gcc-7-O1_fips.so, 0.86, 1020.12
x64-clang-5.0-O2_fips.so, 0.86, 1124.83
x64-clang-3.5-O3_fips.so, 0.86, 1126.98
x64-clang-9-O0_z3, 36.22, 19911.75+
x86-gcc-7-O3_fips.so, 0.86, 1190.70
x86-gcc-5-O3_fips.so, 0.86, 1216.37
x64-gcc-9-O1_fips.so, 0.85, 1017.64
x64-clang-3.5-O2_fips.so, 0.85, 1123.70
x86-clang-5.0-Os_nmap, 4.10, 1591.14
x64-gcc-5-O1_fips.so, 0.85, 1021.71
x64-clang-7-O1_fips.so, 0.85, 1112.24
x64-gcc-4.8-O2_fips.so, 0.85, 1214.44
x64-clang-9-O1_fips.so, 0.84, 1074.27
x64-clang-3.5-O1_fips.so, 0.84, 1113.77
x86-gcc-9-O2_fips.so, 0.84, 1183.22
x86-gcc-7-O2_fips.so, 0.83, 1187.97
x64-clang-3.5-Os_nmap, 4.09, 1467.36
x86-gcc-5-O2_fips.so, 0.83, 1201.86
x86-gcc-9-O0_fips.so, 0.83, 1090.09
x64-clang-3.5-O0_unrar, 0.43, 381.69
x64-clang-5.0-O0_unrar, 0.42, 386.82
x86-clang-3.5-O0_unrar, 0.41, 384.42
x64-clang-7-O0_unrar, 0.41, 378.29
x86-gcc-4.8-Os_ncat, 0.55, 509.02
x86-clang-7-Os_ncat, 0.48, 515.79
x86-clang-5.0-Os_ncat, 0.50, 525.21
x86-clang-9-Os_ncat, 0.48, 556.89
x64-clang-9-O0_unrar, 0.41, 379.68
x64-gcc-5-O0_unrar, 0.40, 360.77
x86-clang-5.0-O0_unrar, 0.40, 393.20
x86-clang-9-Os_libssl.so.3, 0.48, 528.99
x64-gcc-7-O0_unrar, 0.40, 375.73
x64-gcc-9-O0_unrar, 0.40, 357.94
x86-clang-3.5-O1_ncat, 0.54, 591.18
x86-clang-7-Os_libssl.so.3, 0.48, 564.03
x64-gcc-4.8-O0_unrar, 0.39, 356.58
x86-clang-5.0-Os_libssl.so.3, 0.49, 576.06
x86-gcc-4.8-Os_libssl.so.3, 0.50, 554.85
x86-clang-7-O0_unrar, 0.39, 385.74
x86-gcc-9-O0_unrar, 0.38, 414.86
x86-clang-9-O1_libssl.so.3, 0.50, 615.78
x86-gcc-5-O0_unrar, 0.38, 398.19
x86-clang-9-O0_unrar, 0.38, 420.00
x86-gcc-7-O0_unrar, 0.38, 396.08
x86-clang-5.0-O3_ncat, 0.54, 659.28
x86-clang-9-O2_libssl.so.3, 0.50, 622.62
x86-gcc-9-O3_unrar, 0.37, 416.41
x86-gcc-4.8-O0_unrar, 0.36, 355.82
x86-gcc-7-O3_unrar, 0.37, 421.15
x86-clang-5.0-Os_curl, 0.60, 560.91
x86-gcc-5-O3_unrar, 0.36, 418.46
x86-clang-5.0-O1_ncat, 0.53, 606.83
x64-gcc-7-O3_unrar, 0.35, 405.91
x86-gcc-9-O2_unrar, 0.35, 405.77
x86-clang-5.0-O1_libssl.so.3, 0.51, 611.99
x86-clang-7-Os_curl, 0.60, 559.30
x64-gcc-5-O3_unrar, 0.35, 401.28
x86-gcc-7-O2_unrar, 0.35, 446.40
x64-gcc-9-O3_unrar, 0.35, 395.90
x86-gcc-5-O2_unrar, 0.34, 404.38
x64-gcc-4.8-O3_unrar, 0.34, 406.04
x86-clang-7-O3_ncat, 0.53, 675.09
x86-gcc-4.8-O3_unrar, 0.33, 401.27
x86-gcc-9-O1_unrar, 0.33, 343.64
x86-clang-5.0-O2_ncat, 0.53, 592.02
x86-clang-9-Os_curl, 0.59, 600.77
x86-gcc-5-O1_unrar, 0.32, 351.98
x86-gcc-7-O1_unrar, 0.33, 344.63
x64-clang-7-O3_unrar, 0.32, 355.11
x64-clang-9-O3_unrar, 0.32, 355.18
x64-gcc-9-O2_unrar, 0.32, 385.60
x86-clang-5.0-O3_unrar, 0.32, 378.58
x86-clang-5.0-O1_curl, 0.62, 602.79
x86-clang-9-O3_ncat, 0.53, 606.48
x86-clang-7-O3_unrar, 0.32, 361.52
x64-gcc-4.8-Os_ncat, 0.60, 555.33
x64-clang-5.0-O3_unrar, 0.32, 360.70
x86-clang-7-Os_fips.so, 0.64, 1031.86
x64-gcc-5-O2_unrar, 0.32, 378.93
x86-clang-5.0-O2_unrar, 0.31, 374.59
x64-clang-9-O2_unrar, 0.31, 349.07
x64-gcc-7-O2_unrar, 0.31, 379.53
x64-clang-7-O2_unrar, 0.31, 349.38
x64-clang-5.0-O2_unrar, 0.31, 370.18
x64-clang-3.5-O3_unrar, 0.31, 353.28
x86-clang-9-O3_unrar, 0.31, 377.02
x86-clang-7-O2_ncat, 0.52, 584.41
x86-clang-9-O1_openssl, 0.63, 634.33
x86-clang-5.0-O1_openssl, 0.65, 642.37
x64-gcc-4.8-O2_unrar, 0.31, 375.36
x86-clang-7-O2_unrar, 0.31, 352.36
x64-gcc-5-O1_unrar, 0.29, 328.92
x64-clang-3.5-O1_unrar, 0.29, 366.89
x86-clang-5.0-Os_unrar, 0.29, 364.50
x86-clang-3.5-O3_unrar, 0.29, 374.31
x64-gcc-4.8-O1_unrar, 0.29, 349.71
x86-gcc-4.8-O1_unrar, 0.29, 349.11
x86-clang-9-Os_fips.so, 0.63, 1048.85
x86-clang-5.0-O3_libssl.so.3, 0.53, 589.54
x86-clang-3.5-O2_unrar, 0.29, 368.03
x86-gcc-9-Os_libssl.so.3, 0.52, 620.35
x64-clang-7-Os_unrar, 0.28, 330.34
x86-clang-5.0-O2_openssl, 0.65, 641.52
x64-clang-5.0-Os_unrar, 0.28, 337.84
x86-clang-9-Os_unrar, 0.28, 357.18
x86-clang-7-Os_unrar, 0.28, 359.01
x64-clang-9-Os_unrar, 0.28, 328.99
x64-clang-3.5-Os_unrar, 0.28, 331.79
x86-gcc-9-Os_unrar, 0.28, 337.53
x86-clang-3.5-Os_libssl.so.3, 0.52, 556.06
x86-clang-3.5-O1_unrar, 0.28, 350.34
x86-clang-3.5-O1_libssl.so.3, 0.54, 608.58
x86-gcc-7-Os_unrar, 0.28, 335.29
x86-gcc-5-Os_unrar, 0.27, 338.04
x64-gcc-5-Os_unrar, 0.27, 337.00
x86-clang-3.5-Os_unrar, 0.27, 335.35
x64-gcc-9-Os_unrar, 0.26, 317.02
x64-gcc-7-Os_unrar, 0.26, 317.56
x64-gcc-4.8-Os_unrar, 0.26, 316.34
x64-gcc-5-O0_clamscan, 0.18, 208.71
x64-gcc-7-O0_clamscan, 0.18, 208.66
x64-gcc-7-O3_clamscan, 0.16, 210.10
x64-gcc-9-O0_clamscan, 0.17, 206.77
x64-gcc-4.8-Os_libssl.so.3, 0.55, 522.46
x64-gcc-9-O2_clamscan, 0.16, 209.67
x86-gcc-4.8-Os_unrar, 0.26, 327.19
x64-gcc-9-O3_clamscan, 0.16, 210.21
x86-gcc-4.8-O0_fips.so, 0.83, 939.24
x64-gcc-9-O1_clamscan, 0.16, 200.76
x64-gcc-5-O2_clamscan, 0.16, 209.14
x64-gcc-5-O1_clamscan, 0.16, 205.16
x64-gcc-5-O3_clamscan, 0.16, 209.39
x86-clang-3.5-O3_libssl.so.3, 0.54, 626.53
x64-gcc-7-O2_clamscan, 0.16, 209.72
x64-gcc-7-O1_clamscan, 0.16, 204.52
x64-clang-9-O0_clamscan, 0.14, 209.35
x64-clang-7-O0_clamscan, 0.14, 209.02
x86-gcc-5-O3_clamscan, 0.13, 212.15
x86-gcc-7-O3_clamscan, 0.13, 213.62
x86-gcc-7-O2_clamscan, 0.13, 213.07
x86-gcc-9-O2_clamscan, 0.13, 212.29
x86-gcc-7-O1_clamscan, 0.13, 206.38
x86-gcc-5-O1_clamscan, 0.13, 209.83
x86-clang-3.5-O0_clamscan, 0.13, 212.19
x64-gcc-4.8-O3_clamscan, 0.13, 208.11
x64-gcc-4.8-O2_clamscan, 0.13, 207.78
x64-clang-5.0-O3_clamscan, 0.13, 202.94
x64-gcc-4.8-O1_clamscan, 0.13, 203.12
x64-clang-7-O3_clamscan, 0.13, 203.14
x64-clang-9-O3_clamscan, 0.13, 203.07
x86-clang-5.0-O1_fips.so, 0.66, 1097.88
x86-gcc-4.8-O0_clamscan, 0.12, 203.45
x86-clang-3.5-O2_libssl.so.3, 0.54, 615.45
x86-clang-7-O1_libssl.so.3, 0.50, 608.77
x86-gcc-5-Os_clamscan, 0.12, 202.19
x86-clang-5.0-O0_clamscan, 0.12, 212.20
x86-clang-7-O0_clamscan, 0.12, 211.80
x64-clang-5.0-Os_clamscan, 0.12, 199.56
x64-clang-5.0-O1_clamscan, 0.12, 201.84
x64-clang-5.0-O2_clamscan, 0.12, 202.05
x64-clang-9-O1_clamscan, 0.12, 199.03
x64-clang-9-O2_clamscan, 0.12, 201.52
x64-clang-3.5-O1_clamscan, 0.12, 200.93
x64-clang-3.5-O3_clamscan, 0.12, 201.51
x64-clang-3.5-O2_clamscan, 0.12, 201.15
x64-clang-3.5-Os_clamscan, 0.12, 199.15
x64-clang-7-O1_clamscan, 0.12, 200.57
x64-clang-7-O2_clamscan, 0.12, 200.76
x86-gcc-9-Os_clamscan, 0.12, 199.16
x86-clang-9-O0_clamscan, 0.12, 210.71
x86-gcc-7-Os_clamscan, 0.12, 206.70
x64-gcc-4.8-Os_clamscan, 0.12, 199.03
x64-clang-9-Os_clamscan, 0.12, 197.63
x64-clang-7-Os_clamscan, 0.12, 197.77
x86-gcc-4.8-O3_clamscan, 0.11, 207.76
x86-gcc-5-Os_libssl.so.3, 0.52, 519.33
x86-gcc-4.8-O2_clamscan, 0.11, 207.45
x86-gcc-4.8-O1_clamscan, 0.11, 203.83
x86-clang-5.0-O2_clamscan, 0.11, 205.75
x86-clang-9-O3_clamscan, 0.11, 206.12
x86-clang-5.0-O3_clamscan, 0.11, 202.86
x86-clang-5.0-O1_clamscan, 0.11, 204.81
x86-clang-7-O3_libssl.so.3, 0.52, 619.27
x86-clang-3.5-O3_clamscan, 0.11, 199.48
x86-clang-3.5-O1_clamscan, 0.11, 201.14
x86-clang-3.5-O2_clamscan, 0.11, 199.10
x86-clang-7-O3_clamscan, 0.11, 206.01
x86-clang-3.5-Os_clamscan, 0.11, 199.75
x86-clang-7-O2_clamscan, 0.11, 200.93
x86-gcc-4.8-Os_clamscan, 0.10, 203.12
x86-clang-5.0-Os_clamscan, 0.10, 202.14
x86-clang-9-Os_clamscan, 0.10, 201.95
x86-clang-9-O2_clamscan, 0.10, 204.06
x86-clang-9-O1_clamscan, 0.10, 203.32
x86-clang-7-Os_clamscan, 0.10, 201.79
x86-clang-7-O1_clamscan, 0.10, 201.61
x64-gcc-5-Os_libssl.so.3, 0.57, 483.32
x64-gcc-9-O2_clamconf, 0.13, 187.97
x86-gcc-9-O0_clamconf, 0.10, 190.27
x64-clang-3.5-Os_fips.so, 0.82, 1009.46
x86-gcc-7-O0_clamconf, 0.10, 189.44
x86-gcc-5-O0_clamconf, 0.10, 189.50
x64-gcc-9-O3_clamconf, 0.13, 188.65
x64-clang-3.5-O0_clamconf, 0.11, 189.16
x86-clang-3.5-Os_fips.so, 0.67, 1039.61
x64-gcc-9-O1_clamconf, 0.13, 186.09
x64-gcc-4.8-O0_clamconf, 0.10, 185.96
x64-clang-9-O0_clamconf, 0.10, 189.38
x64-gcc-5-O0_clamconf, 0.14, 187.10
x64-clang-7-O0_clamconf, 0.10, 189.24
x64-clang-5.0-O0_clamconf, 0.10, 189.38
x64-gcc-9-O0_clamconf, 0.13, 186.91
x86-gcc-9-O2_clamconf, 0.10, 191.95
x86-gcc-7-Os_libssl.so.3, 0.52, 541.29
x64-gcc-7-O0_clamconf, 0.13, 187.20
x86-gcc-9-O1_clamconf, 0.10, 192.01
x86-gcc-9-O3_clamconf, 0.10, 192.23
x64-gcc-9-Os_libssl.so.3, 0.57, 488.89
x86-gcc-4.8-O1_fips.so, 0.75, 1052.09
x86-clang-5.0-O2_libssl.so.3, 0.52, 573.90
x86-gcc-9-O1_fips.so, 0.82, 1066.20
x64-gcc-5-O1_clamconf, 0.13, 186.78
x64-gcc-5-O2_clamconf, 0.13, 189.50
x64-gcc-5-O3_clamconf, 0.13, 189.02
x64-gcc-7-O3_clamconf, 0.13, 188.63
x86-clang-9-O2_fips.so, 0.66, 1092.14
x86-clang-9-O3_libssl.so.3, 0.52, 593.82
x86-clang-7-O3_openssl, 0.65, 715.76
x86-gcc-7-Os_fips.so, 0.69, 1052.50
x64-gcc-7-O1_clamconf, 0.13, 186.74
x64-gcc-5-Os_clamconf, 0.12, 185.82
x64-gcc-9-Os_clamconf, 0.12, 186.33
x64-gcc-7-O2_clamconf, 0.13, 188.60
x64-gcc-7-Os_clamconf, 0.12, 186.35
x86-gcc-5-O2_clamconf, 0.10, 194.22
x86-gcc-5-O3_clamconf, 0.10, 194.62
x86-gcc-5-O1_clamconf, 0.10, 193.26
x86-gcc-4.8-O2_fips.so, 0.77, 1139.13
x86-gcc-7-O3_clamconf, 0.10, 194.72
x86-gcc-7-O2_clamconf, 0.10, 194.12
x86-gcc-7-O1_clamconf, 0.10, 192.70
x64-clang-5.0-O3_clamconf, 0.10, 189.02
x64-clang-5.0-Os_clamconf, 0.09, 185.75
x64-clang-9-O2_clamconf, 0.09, 188.86
x64-clang-7-O3_clamconf, 0.10, 189.24
x64-clang-5.0-O2_clamconf, 0.09, 188.88
x64-clang-9-O3_clamconf, 0.09, 189.03
x64-clang-9-O1_clamconf, 0.09, 188.45
x64-clang-5.0-O1_clamconf, 0.09, 188.76
x64-gcc-4.8-O3_clamconf, 0.09, 186.50
x64-clang-3.5-Os_clamconf, 0.09, 185.30
x64-clang-3.5-O3_clamconf, 0.09, 187.36
x64-clang-3.5-O1_clamconf, 0.09, 186.80
x64-clang-3.5-O2_clamconf, 0.09, 186.76
x64-clang-7-O1_clamconf, 0.09, 188.46
x64-gcc-4.8-O2_clamconf, 0.09, 186.43
x64-clang-7-O2_clamconf, 0.09, 188.70
x64-gcc-4.8-O1_clamconf, 0.09, 185.54
x86-gcc-9-Os_clamconf, 0.09, 191.01
x86-gcc-4.8-O0_clamconf, 0.09, 185.83
x64-gcc-7-Os_libssl.so.3, 0.57, 488.91
x86-gcc-5-Os_clamconf, 0.09, 191.80
x86-clang-7-O2_libssl.so.3, 0.50, 617.49
x86-clang-7-O1_fips.so, 0.66, 1090.17
x86-gcc-4.8-O3_fips.so, 0.79, 1213.35
x86-clang-5.0-O0_clamconf, 0.09, 189.21
x64-clang-5.0-Os_fips.so, 0.82, 1008.57
x86-gcc-7-Os_clamconf, 0.09, 190.75
x86-clang-3.5-O0_clamconf, 0.09, 188.61
x86-clang-7-O0_clamconf, 0.09, 189.24
x64-clang-9-Os_clamconf, 0.09, 185.57
x64-gcc-4.8-Os_clamconf, 0.09, 183.96
x64-clang-7-Os_clamconf, 0.09, 185.68
x86-clang-9-O0_clamconf, 0.09, 189.89
x86-clang-9-O3_clamconf, 0.08, 188.92
x86-clang-5.0-O3_clamconf, 0.08, 188.79
x86-clang-3.5-O1_clamconf, 0.08, 187.17
x86-clang-5.0-O1_clamconf, 0.08, 188.70
x86-clang-3.5-O3_clamconf, 0.08, 187.32
x86-gcc-4.8-O2_clamconf, 0.08, 185.95
x86-clang-3.5-O2_clamconf, 0.08, 187.30
x86-gcc-4.8-O3_clamconf, 0.08, 186.39
x86-clang-7-O3_clamconf, 0.08, 189.38
x86-gcc-4.8-O1_clamconf, 0.08, 185.46
x86-clang-9-Os_clamconf, 0.08, 186.25
x86-clang-5.0-Os_clamconf, 0.08, 186.29
x86-clang-9-O2_clamconf, 0.08, 191.49
x86-clang-9-O1_clamconf, 0.08, 188.37
x86-clang-5.0-O2_clamconf, 0.08, 188.87
x86-clang-3.5-Os_clamconf, 0.08, 185.30
x86-clang-7-Os_clamconf, 0.08, 186.27
x86-clang-7-O2_clamconf, 0.08, 188.08
x86-gcc-4.8-Os_clamconf, 0.08, 186.24
x86-clang-7-O1_clamconf, 0.08, 188.23
x64-gcc-9-O0_clambc, 0.14, 186.30
x64-gcc-4.8-O0_clambc, 0.10, 187.95
x86-clang-9-Os_clambc, 0.08, 185.61
x86-clang-9-O2_clambc, 0.08, 188.06
x64-gcc-5-O0_clambc, 0.13, 186.94
x64-clang-5.0-O0_clambc, 0.10, 189.11
x86-clang-3.5-Os_clambc, 0.08, 185.09
x86-clang-9-O3_clambc, 0.08, 188.61
x64-gcc-7-O0_clambc, 0.13, 186.77
x64-clang-3.5-O0_clambc, 0.10, 189.21
x86-clang-5.0-O1_clambc, 0.08, 188.77
x86-clang-5.0-O2_clambc, 0.08, 188.27
x64-gcc-9-O3_clambc, 0.13, 187.22
x64-clang-7-O0_clambc, 0.10, 189.34
x64-gcc-9-O2_clambc, 0.13, 187.12
x86-clang-9-O0_clambc, 0.09, 188.71
x86-clang-5.0-O3_clambc, 0.08, 188.92
x86-gcc-9-O0_clambc, 0.10, 188.37
x64-gcc-9-O1_clambc, 0.13, 184.76
x86-gcc-4.8-O0_clambc, 0.09, 185.73
x86-clang-3.5-O1_clambc, 0.08, 186.34
x64-gcc-5-O3_clambc, 0.13, 191.01
x86-gcc-5-O0_clambc, 0.10, 189.16
x64-clang-9-Os_clambc, 0.09, 185.38
